,PLAYER,SEASON,TEAM,Cluster,MIN
4833,Sasha Vujacic,2015-16,NYK,0,14.9
4834,Andre Roberson,2015-16,OKC,0,22.2
4835,Kyle O'Quinn,2015-16,NYK,3,11.8
4836,Beno Udrih,2015-16,MEM,0,16.1
4837,Justin Holiday,2015-16,CHI,0,14.6
4838,Kyle Anderson,2015-16,SAS,0,16.0
4839,Tyler Ennis,2015-16,MIL,0,14.2
4840,Marcelo Huertas,2015-16,LAL,0,16.4
4841,Alonzo Gee,2015-16,NOP,0,22.4
4842,Dewayne Dedmon,2015-16,ORL,3,12.2
4843,Steve Blake,2015-16,DET,0,17.0
4844,Jonas Jerebko,2015-16,BOS,0,15.1
4845,Thomas Robinson,2015-16,BKN,3,12.9
4846,Jeff Withey,2015-16,UTA,3,12.9
4847,Brandon Rush,2015-16,GSW,0,14.6
4848,Joe Ingles,2015-16,UTA,0,15.3
4849,Solomon Hill,2015-16,IND,0,14.7
4850,John Jenkins,2015-16,PHX,0,11.2
4851,Chase Budinger,2015-16,PHX,0,14.1
4852,Brian Roberts,2015-16,POR,0,9.2
4853,Omer Asik,2015-16,NOP,3,17.3
4854,Kevin Seraphin,2015-16,NYK,0,11.0
4855,Glenn Robinson III,2015-16,IND,0,11.3
4856,Justin Anderson,2015-16,DAL,0,11.8
4857,Joe Young,2015-16,IND,0,9.4
4858,Kelly Oubre Jr.,2015-16,WAS,0,10.7
4859,James Jones,2015-16,CLE,0,9.7
4860,Shabazz Napier,2015-16,ORL,0,10.9
4861,Noah Vonleh,2015-16,POR,0,15.0
4862,Ian Clark,2015-16,GSW,0,8.8
4863,Josh McRoberts,2015-16,MIA,0,14.2
4864,James Anderson,2015-16,SAC,0,14.1
4865,Kyle Singler,2015-16,OKC,0,14.4
4866,Ray McCallum,2015-16,SAS,0,11.6
4867,Mike Muscala,2015-16,ATL,0,9.4
4868,Jason Thompson,2015-16,TOR,0,10.0
4869,Rashad Vaughn,2015-16,MIL,0,14.3
4870,Luc Mbah a Moute,2015-16,LAC,0,17.0
4871,Johnny O'Bryant III,2015-16,MIL,0,13.0
4872,Kirk Hinrich,2015-16,ATL,0,13.7
4873,Chris Johnson,2015-16,UTA,0,12.2
4874,Tayshaun Prince,2015-16,MIN,0,19.0
4875,James Michael McAdoo,2015-16,GSW,0,6.4
4876,Jared Cunningham,2015-16,CLE,0,9.3
4877,Rasual Butler,2015-16,SAS,0,9.4
4878,Anderson Varejao,2015-16,GSW,0,9.4
4879,Adreian Payne,2015-16,MIN,0,9.3
4880,Sonny Weems,2015-16,PHX,0,11.6
4881,Pablo Prigioni,2015-16,LAC,0,13.9
4882,Tyler Hansbrough,2015-16,CHA,0,7.8
4883,Nick Collison,2015-16,OKC,0,11.9
4884,Mike Miller,2015-16,DEN,0,7.9
4885,Russell Westbrook,2016-17,OKC,2,34.6
4886,James Harden,2016-17,HOU,2,36.4
4887,Isaiah Thomas,2016-17,BOS,1,33.8
4888,Anthony Davis,2016-17,NOP,1,36.1
4889,DeMar DeRozan,2016-17,TOR,1,35.4
4890,Damian Lillard,2016-17,POR,1,35.9
4891,DeMarcus Cousins,2016-17,NOP,2,34.2
4892,LeBron James,2016-17,CLE,2,37.8
4893,Kawhi Leonard,2016-17,SAS,1,33.4
4894,Stephen Curry,2016-17,GSW,1,33.4
4895,Kyrie Irving,2016-17,CLE,1,35.1
4896,Karl-Anthony Towns,2016-17,MIN,2,37.0
4897,Kevin Durant,2016-17,GSW,2,33.4
4898,Jimmy Butler,2016-17,CHI,2,37.0
4899,Paul George,2016-17,IND,1,35.9
4900,Andrew Wiggins,2016-17,MIN,1,37.2
4901,Kemba Walker,2016-17,CHA,1,34.7
4902,John Wall,2016-17,WAS,1,36.4
4903,Bradley Beal,2016-17,WAS,1,34.9
4904,CJ McCollum,2016-17,POR,1,34.9
4905,Giannis Antetokounmpo,2016-17,MIL,2,35.6
4906,Carmelo Anthony,2016-17,NYK,1,34.3
4907,Kyle Lowry,2016-17,TOR,2,37.4
4908,Klay Thompson,2016-17,GSW,1,34.0
4909,Devin Booker,2016-17,PHX,1,35.0
4910,Gordon Hayward,2016-17,UTA,1,34.5
4911,Blake Griffin,2016-17,LAC,2,34.0
4912,Eric Bledsoe,2016-17,PHX,2,33.0
4913,Brook Lopez,2016-17,BKN,1,29.6
4914,Mike Conley,2016-17,MEM,1,33.2
4915,Goran Dragic,2016-17,MIA,1,33.7
4916,Jabari Parker,2016-17,MIL,1,33.9
4917,Marc Gasol,2016-17,MEM,2,34.2
4918,Harrison Barnes,2016-17,DAL,1,35.5
4919,Kevin Love,2016-17,CLE,1,31.4
4920,Zach LaVine,2016-17,MIN,1,37.2
4921,Dwyane Wade,2016-17,CHI,1,29.9
4922,Danilo Gallinari,2016-17,DEN,1,33.9
4923,Kristaps Porzingis,2016-17,NYK,1,32.8
4924,Chris Paul,2016-17,LAC,2,31.5
4925,Paul Millsap,2016-17,ATL,1,34.0
4926,Derrick Rose,2016-17,NYK,1,32.5
4927,Dennis Schroder,2016-17,ATL,1,31.5
4928,Lou Williams,2016-17,HOU,1,24.6
4929,LaMarcus Aldridge,2016-17,SAS,1,32.4
4930,Evan Fournier,2016-17,ORL,1,32.8
4931,Hassan Whiteside,2016-17,MIA,3,32.6
4932,George Hill,2016-17,UTA,1,31.5
4933,Nikola Jokic,2016-17,DEN,2,27.9
4934,Avery Bradley,2016-17,BOS,1,33.4
4935,Eric Gordon,2016-17,HOU,1,31.0
4936,Tobias Harris,2016-17,DET,1,31.3
4937,Victor Oladipo,2016-17,OKC,1,33.2
4938,Dion Waiters,2016-17,MIA,1,30.1
4939,Wilson Chandler,2016-17,DEN,1,30.9
4940,D'Angelo Russell,2016-17,LAL,1,28.7
4941,Jrue Holiday,2016-17,NOP,1,32.7
4942,Jeff Teague,2016-17,IND,1,32.4
4943,Nicolas Batum,2016-17,CHA,2,34.0
4944,JJ Redick,2016-17,LAC,1,28.2
4945,Gary Harris,2016-17,DEN,1,31.3
4946,Serge Ibaka,2016-17,TOR,1,30.7
4947,Jordan Clarkson,2016-17,LAL,1,29.2
4948,Nikola Vucevic,2016-17,ORL,1,28.8
4949,Myles Turner,2016-17,IND,1,31.4
4950,Tim Hardaway Jr.,2016-17,ATL,1,27.3
4951,Reggie Jackson,2016-17,DET,1,27.4
4952,T.J. Warren,2016-17,PHX,0,31.0
4953,Enes Freedom,2016-17,OKC,3,21.3
4954,Dirk Nowitzki,2016-17,DAL,1,26.4
4955,Zach Randolph,2016-17,MEM,1,24.5
4956,Rudy Gobert,2016-17,UTA,1,33.9
4957,Al Horford,2016-17,BOS,1,32.3
4958,Marcus Morris Sr.,2016-17,DET,1,32.5
4959,Markieff Morris,2016-17,WAS,1,31.2
4960,Jae Crowder,2016-17,BOS,1,32.4
4961,Kentavious Caldwell-Pope,2016-17,DET,1,33.3
4962,Bojan Bogdanovic,2016-17,WAS,1,25.7
4963,Tyler Johnson,2016-17,MIA,1,29.8
4964,Will Barton,2016-17,DEN,1,28.4
4965,Andre Drummond,2016-17,DET,1,29.7
4966,Ryan Anderson,2016-17,HOU,1,29.4
4967,Dwight Howard,2016-17,ATL,1,29.7
4968,Wesley Matthews,2016-17,DAL,1,34.2
4969,Otto Porter Jr.,2016-17,WAS,1,32.6
4970,Darren Collison,2016-17,SAC,1,30.3
4971,Nick Young,2016-17,LAL,1,25.9
4972,Julius Randle,2016-17,LAL,2,28.8
4973,Sean Kilpatrick,2016-17,BKN,1,25.1
4974,Ersan Ilyasova,2016-17,ATL,1,26.1
4975,Robert Covington,2016-17,PHI,1,31.6
4976,Dario Saric,2016-17,PHI,1,26.3
4977,James Johnson,2016-17,MIA,1,27.4
4978,Seth Curry,2016-17,DAL,1,29.0
4979,Elfrid Payton,2016-17,ORL,2,29.4
4980,Aaron Gordon,2016-17,ORL,1,28.7
4981,DeAndre Jordan,2016-17,LAC,1,31.7
4982,Rodney Hood,2016-17,UTA,1,27.0
4983,Clint Capela,2016-17,HOU,1,23.9
4984,Pau Gasol,2016-17,SAS,1,25.4
4985,Jamal Crawford,2016-17,LAC,1,26.3
4986,Austin Rivers,2016-17,LAC,1,27.8
4987,Jonas Valanciunas,2016-17,TOR,3,25.8
4988,Jahlil Okafor,2016-17,PHI,3,22.7
4989,Greg Monroe,2016-17,MIL,1,22.5
4990,Trevor Ariza,2016-17,HOU,1,34.7
4991,Frank Kaminsky,2016-17,CHA,1,26.1
4992,Steven Adams,2016-17,OKC,1,29.9
4993,Marvin Williams,2016-17,CHA,1,30.2
4994,Ricky Rubio,2016-17,MIN,2,32.9
4995,Brandon Knight,2016-17,PHX,1,21.1
4996,Terrence Ross,2016-17,ORL,1,25.1
4997,Thaddeus Young,2016-17,IND,1,30.2
4998,Kent Bazemore,2016-17,ATL,1,26.9
4999,Emmanuel Mudiay,2016-17,DEN,1,25.6
5000,Deron Williams,2016-17,CLE,1,25.9
5001,Taj Gibson,2016-17,OKC,3,25.5
5002,Courtney Lee,2016-17,NYK,1,31.9
5003,Terrence Jones,2016-17,MIL,0,23.5
5004,Marcin Gortat,2016-17,WAS,3,31.2
5005,CJ Miles,2016-17,IND,0,23.4
5006,Allen Crabbe,2016-17,POR,0,28.5
5007,Nikola Mirotic,2016-17,CHI,1,24.0
5008,Marcus Smart,2016-17,BOS,1,30.4
5009,Buddy Hield,2016-17,SAC,0,23.0
5010,Marco Belinelli,2016-17,CHA,1,24.0
5011,Wayne Ellington,2016-17,MIA,0,24.2
5012,Mason Plumlee,2016-17,DEN,3,26.5
5013,Robin Lopez,2016-17,CHI,3,28.0
5014,Cody Zeller,2016-17,CHA,3,27.8
5015,Jon Leuer,2016-17,DET,3,25.9
5016,Malcolm Brogdon,2016-17,MIL,2,26.4
5017,Draymond Green,2016-17,GSW,2,32.5
5018,Jusuf Nurkic,2016-17,POR,3,21.4
5019,Josh Richardson,2016-17,MIA,1,30.5
5020,Tony Parker,2016-17,SAS,0,25.2
5021,Kyle Korver,2016-17,CLE,0,26.2
5022,Yogi Ferrell,2016-17,DAL,1,26.0
5023,Maurice Harkless,2016-17,POR,1,28.9
5024,Trevor Booker,2016-17,BKN,0,24.7
5025,Gorgui Dieng,2016-17,MIN,3,32.4
5026,Shabazz Muhammad,2016-17,MIN,0,19.4
5027,Jamal Murray,2016-17,DEN,0,21.5
5028,Ty Lawson,2016-17,SAC,2,25.1
5029,Richaun Holmes,2016-17,PHI,0,20.9
5030,Jeremy Lamb,2016-17,CHA,0,18.4
5031,Kenneth Faried,2016-17,DEN,3,21.2
5032,E'Twaun Moore,2016-17,NOP,0,24.9
5033,Patrick Beverley,2016-17,HOU,1,30.7
5034,Derrick Favors,2016-17,UTA,3,23.7
5035,Patty Mills,2016-17,SAS,1,21.9
5036,Nik Stauskas,2016-17,PHI,1,27.3
5037,Michael Beasley,2016-17,MIL,0,16.7
5038,Brandon Ingram,2016-17,LAL,0,28.9
5039,Ish Smith,2016-17,DET,1,24.1
5040,Cory Joseph,2016-17,TOR,1,25.0
5041,Jeff Green,2016-17,ORL,1,22.2
5042,Gerald Henderson,2016-17,PHI,1,23.2
5043,Marquese Chriss,2016-17,PHX,0,21.3
5044,Michael Kidd-Gilchrist,2016-17,CHA,3,29.0
5045,Joe Johnson,2016-17,UTA,0,23.6
5046,Jameer Nelson,2016-17,DEN,1,27.3
5047,Channing Frye,2016-17,CLE,0,18.9
5048,Nene,2016-17,HOU,1,17.9
5049,Montrezl Harrell,2016-17,HOU,3,18.3
5050,Tony Allen,2016-17,MEM,3,27.0
5051,Kelly Olynyk,2016-17,BOS,1,20.5
5052,Evan Turner,2016-17,POR,0,25.5
5053,Doug McDermott,2016-17,OKC,0,22.8
5054,JaMychal Green,2016-17,MEM,3,27.3
5055,DeMarre Carroll,2016-17,TOR,1,26.1
5056,Nerlens Noel,2016-17,DAL,3,20.5
5057,Al-Farouq Aminu,2016-17,POR,1,29.1
5058,Marreese Speights,2016-17,LAC,0,15.7
5059,Rondae Hollis-Jefferson,2016-17,BKN,0,22.6
5060,JR Smith,2016-17,CLE,0,29.0
5061,Tony Snell,2016-17,MIL,0,29.2
5062,Monta Ellis,2016-17,IND,1,27.0
5063,Tyson Chandler,2016-17,PHX,3,27.6
5064,Arron Afflalo,2016-17,SAC,1,25.9
5065,Norman Powell,2016-17,TOR,0,18.0
5066,Joe Harris,2016-17,BKN,0,21.9
5067,Troy Daniels,2016-17,MEM,0,17.7
5068,Caris LeVert,2016-17,BKN,0,21.7
5069,Willy Hernangomez,2016-17,NYK,3,18.4
5070,Willie Cauley-Stein,2016-17,SAC,0,18.9
5071,Ben McLemore,2016-17,SAC,0,19.3
5072,Al Jefferson,2016-17,IND,0,14.1
5073,Tristan Thompson,2016-17,CLE,3,30.0
5074,Vince Carter,2016-17,MEM,1,24.7
5075,Alex Len,2016-17,PHX,3,20.3
5076,Langston Galloway,2016-17,SAC,0,20.2
5077,D.J. Augustin,2016-17,ORL,1,19.7
5078,Shelvin Mack,2016-17,UTA,0,21.9
5079,Rajon Rondo,2016-17,CHI,2,26.7
5080,Sergio Rodriguez,2016-17,PHI,0,22.3
5081,Garrett Temple,2016-17,SAC,0,26.6
5082,Justin Holiday,2016-17,NYK,0,20.0
5083,Matthew Dellavedova,2016-17,MIL,0,26.1
5084,Luol Deng,2016-17,LAL,0,26.5
5085,Andre Iguodala,2016-17,GSW,1,26.3
5086,Manu Ginobili,2016-17,SAS,0,18.7
5087,Iman Shumpert,2016-17,CLE,0,25.5
5088,Isaiah Whitehead,2016-17,BKN,0,22.5
5089,Timofey Mozgov,2016-17,LAL,3,20.4
5090,Alan Williams,2016-17,PHX,3,15.1
5091,Spencer Dinwiddie,2016-17,BKN,0,22.6
5092,Danny Green,2016-17,SAS,1,26.6
5093,David Lee,2016-17,SAS,3,18.7
5094,Tyler Ulis,2016-17,PHX,0,18.4
5095,Thabo Sefolosha,2016-17,ATL,0,25.7
5096,Tim Frazier,2016-17,NOP,2,23.5
5097,Larry Nance Jr.,2016-17,LAL,3,22.9
5098,Brandon Jennings,2016-17,WAS,1,22.2
5099,Matt Barnes,2016-17,GSW,1,24.0
5100,Justin Anderson,2016-17,PHI,0,16.4
5101,Anthony Tolliver,2016-17,SAC,0,22.7
5102,Joe Ingles,2016-17,UTA,0,24.1
5103,Solomon Hill,2016-17,NOP,0,29.7
5104,Justin Hamilton,2016-17,BKN,0,18.4
5105,T.J. McConnell,2016-17,PHI,0,26.3
5106,Patrick Patterson,2016-17,TOR,0,24.6
5107,Ian Clark,2016-17,GSW,0,14.8
5108,Bobby Portis,2016-17,CHI,0,15.6
5109,Jared Dudley,2016-17,PHX,0,21.3
5110,John Henson,2016-17,MIL,3,19.4
5111,Alec Burks,2016-17,UTA,0,15.5
5112,Raymond Felton,2016-17,LAC,0,21.2
5113,Devin Harris,2016-17,DAL,0,16.7
5114,James Ennis III,2016-17,MEM,1,23.4
5115,Dwight Powell,2016-17,DAL,3,17.3
5116,P.J. Tucker,2016-17,TOR,0,27.6
5117,Kosta Koufos,2016-17,SAC,3,20.0
5118,Andre Roberson,2016-17,OKC,1,30.1
5119,Jaylen Brown,2016-17,BOS,0,17.2
5120,Michael Carter-Williams,2016-17,CHI,0,18.8
5121,Dante Cunningham,2016-17,NOP,0,25.0
5122,Sam Dekker,2016-17,HOU,0,18.4
5123,Amir Johnson,2016-17,BOS,1,20.1
5124,Timothe Luwawu-Cabarrot,2016-17,PHI,0,17.2
5125,Mirza Teletovic,2016-17,MIL,0,16.2
5126,Darrell Arthur,2016-17,DEN,0,15.6
5127,Rodney McGruder,2016-17,MIA,0,25.2
5128,Kelly Oubre Jr.,2016-17,WAS,0,20.3
5129,Kyle O'Quinn,2016-17,NYK,3,15.6
5130,Leandro Barbosa,2016-17,PHX,0,14.4
5131,Mindaugas Kuzminskas,2016-17,NYK,0,14.9
5132,Dante Exum,2016-17,UTA,0,18.6
5133,Spencer Hawes,2016-17,MIL,0,14.8
5134,Ramon Sessions,2016-17,CHA,0,16.2
5135,Mike Muscala,2016-17,ATL,0,17.7
5136,Nemanja Bjelica,2016-17,MIN,0,18.3
5137,Trey Lyles,2016-17,UTA,0,16.3
5138,Jonathon Simmons,2016-17,SAS,1,17.9
5139,JaVale McGee,2016-17,GSW,3,9.6
5140,Zaza Pachulia,2016-17,GSW,1,18.1
5141,Derrick Williams,2016-17,CLE,0,16.1
5142,Glenn Robinson III,2016-17,IND,0,20.7
5143,Luc Mbah a Moute,2016-17,LAC,0,22.3
5144,Lance Thomas,2016-17,NYK,0,21.0
5145,Alex Abrines,2016-17,OKC,0,15.5
5146,Bismack Biyombo,2016-17,ORL,3,22.1
5147,Domantas Sabonis,2016-17,OKC,0,20.1
5148,Andrew Harrison,2016-17,MEM,0,20.5
5149,Jerian Grant,2016-17,CHI,0,16.3
5150,Tarik Black,2016-17,LAL,3,16.3
5151,Taurean Prince,2016-17,ATL,0,16.6
5152,Jason Smith,2016-17,WAS,0,14.4
5153,Richard Jefferson,2016-17,CLE,0,20.4
5154,Brandon Bass,2016-17,LAC,0,11.1
5155,Gerald Green,2016-17,BOS,0,11.4
5156,Terry Rozier,2016-17,BOS,0,17.1
5157,Anthony Morrow,2016-17,CHI,0,14.6
5158,Jerami Grant,2016-17,OKC,0,19.1
5159,Paul Zipser,2016-17,CHI,0,19.2
5160,Meyers Leonard,2016-17,POR,0,16.5
5161,Joffrey Lauvergne,2016-17,CHI,0,14.0
5162,Malcolm Delaney,2016-17,ATL,0,17.1
5163,Willie Reed,2016-17,MIA,3,14.5
5164,Mike Dunleavy,2016-17,ATL,0,15.9
5165,Randy Foye,2016-17,BKN,0,18.6
5166,Shaun Livingston,2016-17,GSW,0,17.7
5167,Denzel Valentine,2016-17,CHI,0,17.1
5168,Dewayne Dedmon,2016-17,SAS,3,17.5
5169,Joakim Noah,2016-17,NYK,3,22.1
5170,Thomas Robinson,2016-17,LAL,3,11.7
5171,Trey Burke,2016-17,WAS,0,12.3
5172,Aaron Brooks,2016-17,IND,0,13.7
5173,Juancho Hernangomez,2016-17,DEN,0,13.6
5174,Mario Hezonja,2016-17,ORL,0,14.8
5175,Aron Baynes,2016-17,DET,0,15.5
5176,Cristiano Felicio,2016-17,CHI,3,15.8
5177,Luke Babbitt,2016-17,MIA,0,15.7
5178,Kevin Seraphin,2016-17,IND,0,11.4
5179,David West,2016-17,GSW,0,12.6
5180,Boris Diaw,2016-17,UTA,0,17.6
5181,Roy Hibbert,2016-17,DEN,3,14.2
5182,Kris Humphries,2016-17,ATL,0,12.3
5183,C.J. Watson,2016-17,ORL,0,16.3
5184,Corey Brewer,2016-17,LAL,0,15.6
5185,Davis Bertans,2016-17,SAS,0,12.1
5186,Lucas Nogueira,2016-17,TOR,0,19.1
5187,Noah Vonleh,2016-17,POR,3,17.1
5188,Stanley Johnson,2016-17,DET,0,17.8
5189,Ed Davis,2016-17,POR,3,17.2
5190,Dorian Finney-Smith,2016-17,DAL,0,20.3
5191,Tyler Ennis,2016-17,LAL,0,11.1
5192,KJ McDaniels,2016-17,BKN,0,10.3
5193,Brandon Rush,2016-17,MIN,0,21.9
5194,Pascal Siakam,2016-17,TOR,0,15.6
5195,Jason Terry,2016-17,MIL,0,18.4
5196,Ron Baker,2016-17,NYK,0,16.5
5197,Shabazz Napier,2016-17,POR,0,9.7
5198,Patrick McCaw,2016-17,GSW,0,15.1
5199,Thon Maker,2016-17,MIL,0,9.9
5200,Kay Felder,2016-17,CLE,0,9.2
5201,Jarell Martin,2016-17,MEM,0,13.3
5202,Jonas Jerebko,2016-17,BOS,0,15.8
5203,Kris Dunn,2016-17,MIN,0,17.1
5204,Tyler Zeller,2016-17,BOS,0,10.3
5205,Tyus Jones,2016-17,MIN,0,12.9
5206,Brian Roberts,2016-17,CHA,0,10.2
5207,Rashad Vaughn,2016-17,MIL,0,11.2
5208,Jose Calderon,2016-17,ATL,0,13.1
5209,Kyle Anderson,2016-17,SAS,0,14.2
5210,Dragan Bender,2016-17,PHX,0,13.3
5211,Jakob Poeltl,2016-17,TOR,0,11.6
5212,Sasha Vujacic,2016-17,NYK,0,9.7
5213,Salah Mejri,2016-17,DAL,0,12.4
5214,Lavoy Allen,2016-17,IND,0,14.3
5215,Jeff Withey,2016-17,UTA,0,8.5
5216,Semaj Christon,2016-17,OKC,0,15.2
5217,James Michael McAdoo,2016-17,GSW,0,8.8
5218,Nicolas Brussino,2016-17,DAL,0,9.7
5219,James Jones,2016-17,CLE,0,7.9
5220,Wesley Johnson,2016-17,LAC,0,11.9
5221,Tomas Satoransky,2016-17,WAS,0,12.6
5222,Kevon Looney,2016-17,GSW,0,8.4
5223,Miles Plumlee,2016-17,CHA,0,10.8
5224,DeAndre Liggins,2016-17,DAL,0,12.5
5225,Damjan Rudez,2016-17,ORL,0,7.0
5226,Cole Aldrich,2016-17,MIN,0,8.6
5227,James Harden,2017-18,HOU,2,35.4
5228,Anthony Davis,2017-18,NOP,2,36.4
5229,LeBron James,2017-18,CLE,2,36.9
5230,Damian Lillard,2017-18,POR,1,36.6
5231,Giannis Antetokounmpo,2017-18,MIL,2,36.7
5232,Stephen Curry,2017-18,GSW,1,32.0
5233,Kevin Durant,2017-18,GSW,2,34.2
5234,Russell Westbrook,2017-18,OKC,2,36.4
5235,DeMarcus Cousins,2017-18,NOP,2,36.2
5236,Devin Booker,2017-18,PHX,1,34.5
5237,Kyrie Irving,2017-18,BOS,1,32.2
5238,LaMarcus Aldridge,2017-18,SAS,1,33.4
5239,Victor Oladipo,2017-18,IND,1,34.0
5240,DeMar DeRozan,2017-18,TOR,1,33.9
5241,Joel Embiid,2017-18,PHI,1,30.4
5242,Kristaps Porzingis,2017-18,NYK,1,32.4
5243,Bradley Beal,2017-18,WAS,1,36.3
5244,Lou Williams,2017-18,LAC,1,32.8
5245,Jimmy Butler,2017-18,MIN,1,36.7
5246,Kemba Walker,2017-18,CHA,1,34.2
5247,Paul George,2017-18,OKC,1,36.6
5248,Blake Griffin,2017-18,DET,2,34.0
5249,CJ McCollum,2017-18,POR,1,36.1
5250,Karl-Anthony Towns,2017-18,MIN,1,35.6
5251,Donovan Mitchell,2017-18,UTA,1,33.4
5252,Khris Middleton,2017-18,MIL,2,36.4
5253,Klay Thompson,2017-18,GSW,1,34.3
5254,T.J. Warren,2017-18,PHX,1,33.0
5255,John Wall,2017-18,WAS,1,34.4
5256,Tyreke Evans,2017-18,MEM,1,30.9
5257,Dennis Schroder,2017-18,ATL,1,31.0
5258,Jrue Holiday,2017-18,NOP,2,36.1
5259,Harrison Barnes,2017-18,DAL,1,34.2
5260,Chris Paul,2017-18,HOU,2,31.8
5261,Tobias Harris,2017-18,LAC,1,33.3
5262,Nikola Jokic,2017-18,DEN,2,32.6
5263,Eric Gordon,2017-18,HOU,1,31.2
5264,Evan Fournier,2017-18,ORL,1,32.2
5265,Eric Bledsoe,2017-18,MIL,2,31.4
5266,Andrew Wiggins,2017-18,MIN,1,36.3
5267,Aaron Gordon,2017-18,ORL,1,32.9
